,dataset,epsilon,feature,resolution,mean MSE PDP generic,std PDP generic,mean MSE PDP laplace,std PDP laplace,splits
84,Bike Sharing,1.0,yr,,261.3692745383641,360.9179098638295,0.21130939337911983,0.06577867770270905,
85,Bike Sharing,2.0,atemp,,4107.6888789796585,1496.8853576210458,3.0662734766808066,0.4571155975284744,
86,Bike Sharing,2.0,holiday,,102.72817076144906,74.51543097495413,25.771169966200908,0.7107576317455202,
87,Bike Sharing,2.0,hr,,3267.7479772781007,1491.5497171499783,42.48007443225928,1.262178896585034,
88,Bike Sharing,2.0,hum,,4513.571897163323,1592.2369125645869,0.7986021412057552,0.21566691323401233,
89,Bike Sharing,2.0,mnth,,3739.53265496409,1972.992211767232,0.5952278593743576,0.1586800619514447,
90,Bike Sharing,2.0,weathersit,,5049.34455467803,2082.838739005709,3.031973553491246,0.8506656226248142,
91,Bike Sharing,2.0,weekday,,4103.5332047439015,1224.4457562296457,1.4741584472878562,0.44091855155005205,
92,Bike Sharing,2.0,windspeed,,4538.032428331553,2886.5335888911786,0.44507677240197363,0.2450446254114663,
93,Bike Sharing,2.0,workingday,,43.37225142994943,62.30061489028635,0.06499065894695576,0.027106156480551674,
94,Bike Sharing,2.0,yr,,68.93062498460355,58.4879540639871,0.20688296542826445,0.03943689002835323,
95,Bike Sharing,5.0,atemp,,771.4232575830082,357.0436941568991,2.799593253147122,0.24759483417802128,
96,Bike Sharing,5.0,holiday,,31.357734759364483,18.664362599329134,25.73116360259427,0.21575810510209711,
97,Bike Sharing,5.0,hr,,731.0418618965639,242.3313296047021,42.579360925046686,0.5317497901234175,
98,Bike Sharing,5.0,hum,,557.3101110540008,206.04460797253932,0.22399808900648716,0.06783060968427906,
99,Bike Sharing,5.0,mnth,,739.193313744671,348.8588237413696,0.2669239454274328,0.08882657532564203,
100,Bike Sharing,5.0,weathersit,,905.9244095947328,519.3714951602125,2.5553594377156488,0.29414452904199584,
101,Bike Sharing,5.0,weekday,,730.6252956162514,230.4927505162058,1.117090275773277,0.15138362974028632,
102,Bike Sharing,5.0,windspeed,,719.6656877862616,262.58337117032005,0.17144872137928474,0.05816569740919634,
103,Bike Sharing,5.0,workingday,,14.523991909853919,19.559146827093144,0.05921222607697045,0.012680610560287546,
104,Bike Sharing,5.0,yr,,5.541600214803026,6.800016778948441,0.18361269964676802,0.017153577337406217,
105,Bike Sharing,10.0,atemp,,288.49240769384267,59.43820851888934,2.652926180757921,0.06919683326396678,
106,Bike Sharing,10.0,holiday,,45.190205244559074,15.581199034729146,25.719805024504467,0.09469849929404738,
107,Bike Sharing,10.0,hr,,256.60045967705827,95.14031691754846,42.19172362836448,0.36706849876339825,
108,Bike Sharing,10.0,hum,,174.07282393165866,94.35224482100415,0.19285140003441567,0.04481518280171016,
109,Bike Sharing,10.0,mnth,,185.8727140947979,55.55246294545452,0.206161949018589,0.024423316005432127,
110,Bike Sharing,10.0,weathersit,,358.1528174017603,169.08421765916867,2.5597793789759806,0.09511784150027423,
111,Bike Sharing,10.0,weekday,,147.65527595087548,71.69465327229283,1.0476085481582402,0.08073703382600049,
112,Bike Sharing,10.0,windspeed,,346.0627976049648,136.75993341360163,0.12191907834518682,0.030683420204743277,
113,Bike Sharing,10.0,workingday,,1.3753446183102593,1.5922976788477965,0.06022276319947227,0.003898793034878599,
114,Bike Sharing,10.0,yr,,3.0422615579801655,3.7167959131180055,0.18261805006967355,0.0066068814288806725,
115,Heart Disease,0.5,age,,0.10447825176300966,0.03822626147703475,0.00018900975430511999,5.213230957370055e-05,
116,Heart Disease,0.5,bmi,,0.08642671004735994,0.058529895600290364,0.00023458907204072001,7.083878434771617e-05,
117,Heart Disease,0.5,bp_meds,,0.0013720169898666485,0.0015387364315912586,5.266532006626999e-06,7.4560480186235795e-06,
118,Heart Disease,0.5,cigs_per_day,,0.07106632064320824,0.03586865786286499,0.00020584094202441002,6.54497955712361e-05,
119,Heart Disease,0.5,dia_bp,,0.0634336228382046,0.041368921423820794,0.00021036654098985998,8.003251647184131e-05,
120,Heart Disease,0.5,diabetes,,0.0004404154079197765,0.0004975180799215839,3.5811810272041383e-06,3.748485296275506e-06,
121,Heart Disease,0.5,education,,0.0038411825788616195,0.003256713229780376,1.1286597053985196e-05,1.487384749146075e-05,
122,Heart Disease,0.5,glucose,,0.09102863895821597,0.02521685612866393,0.00022347181392354327,7.740280741474646e-05,
123,Heart Disease,0.5,heart_rate,,0.06586824637974702,0.019977471360726605,0.00025028540402188,7.158039175683162e-05,
124,Heart Disease,0.5,prevalent_stroke,,0.00188591626027576,0.0018189058613756845,2.679125168298615e-06,2.9559409191357436e-06,
125,Heart Disease,0.5,prevelant_hyp,,0.0006271675849357074,0.0008284537497075818,3.604681658955189e-06,5.5750145197523455e-06,
126,Heart Disease,0.5,sex,,0.0005726737289976529,0.0005296140887540141,3.4569379740857792e-06,3.457426188987501e-06,
127,Heart Disease,0.5,smoker,,0.0028614743731691502,0.0064409697631178705,2.5270077855379124e-06,2.2588897667399756e-06,
128,Heart Disease,0.5,sys_bp,,0.05669817278087068,0.014137255314924144,0.00024131141181984997,6.254078325594224e-05,
129,Heart Disease,0.5,total_chol,,0.09019522736518339,0.04415748987735681,0.0002414453811285995,7.540258859946825e-05,
130,Heart Disease,1.0,age,,0.01472554852427753,0.007102976596625502,5.7643390791378184e-05,2.2554197895165307e-05,
131,Heart Disease,1.0,bmi,,0.01684910959340726,0.005285564728730268,0.00011593211771067915,2.020814324154607e-05,
132,Heart Disease,1.0,bp_meds,,0.0005952425710596959,0.0005984430322199387,1.2658707521621272e-06,1.3683678413751772e-06,
133,Heart Disease,1.0,cigs_per_day,,0.01809307951002437,0.010634180887202726,6.128419835409775e-05,3.699692138519584e-05,
134,Heart Disease,1.0,dia_bp,,0.016217330947492038,0.006752361931040833,7.589212961088589e-05,4.1038655396898396e-05,
135,Heart Disease,1.0,diabetes,,0.00035347453167275,0.00013307327120164956,7.304978790684151e-07,7.319900820390358e-07,
136,Heart Disease,1.0,education,,0.0007908836969299201,0.0007803709402402821,3.4152298186874912e-06,2.499221465757361e-06,
137,Heart Disease,1.0,glucose,,0.03129065474768815,0.012484303467700481,9.082761854994824e-05,2.3001481607206086e-05,
138,Heart Disease,1.0,heart_rate,,0.01867435896292858,0.009697587960105116,4.773852925958636e-05,1.557115751204104e-05,
139,Heart Disease,1.0,prevalent_stroke,,0.00067885879476236,0.00025507329173820025,9.596503671816597e-07,9.178826415173734e-07,
140,Heart Disease,1.0,prevelant_hyp,,0.00033319022080420074,0.000338013610184609,2.819686741244054e-07,2.209240386296164e-07,
141,Heart Disease,1.0,sex,,0.00036067793078078096,0.0005292815729206066,5.755162334786802e-07,5.807197896598351e-07,
142,Heart Disease,1.0,smoker,,0.000599361052878768,0.001273975558720792,7.303530446215015e-07,1.1083481189047766e-06,
143,Heart Disease,1.0,sys_bp,,0.017592674809999282,0.0072528821284750045,6.45563234223876e-05,2.123588145393246e-05,
144,Heart Disease,1.0,total_chol,,0.028854902925359433,0.009613259009740718,6.65505296145808e-05,1.5685906220102976e-05,
145,Heart Disease,2.0,age,,0.00390140972919956,0.0015865944961550116,2.520507544206951e-05,5.168474944022998e-06,
146,Heart Disease,2.0,bmi,,0.010412881942197869,0.002610108020080354,6.821874915743359e-05,6.837961394603105e-06,
147,Heart Disease,2.0,bp_meds,,0.00032439857822037994,7.95556151405996e-05,1.3224073749751893e-07,9.689100275235847e-08,
148,Heart Disease,2.0,cigs_per_day,,0.00556447870116311,0.002118900178771742,1.6616394471309443e-05,6.292728529880579e-06,
149,Heart Disease,2.0,dia_bp,,0.006437214705187261,0.002316116953340145,2.2897580436387594e-05,5.901255138637954e-06,
150,Heart Disease,2.0,diabetes,,0.00021468953307577813,0.00011899122154396162,1.8070144331889998e-07,1.8276954738316204e-07,
151,Heart Disease,2.0,education,,0.00024809352620103377,0.0003020634685493871,5.776036083023967e-07,2.769994863388225e-07,
152,Heart Disease,2.0,glucose,,0.01921569822103453,0.005073040943036854,5.6332531274238356e-05,1.0675461153493867e-05,
153,Heart Disease,2.0,heart_rate,,0.00399890413399713,0.002170567008815935,1.55747692170846e-05,3.5986294187192126e-06,
154,Heart Disease,2.0,prevalent_stroke,,0.0007047694970497399,0.00025588008201426907,5.607583799363996e-08,6.817008521379352e-08,
155,Heart Disease,2.0,prevelant_hyp,,2.3038927717135872e-05,1.569241892740915e-05,1.3688713929327735e-07,2.496440701697258e-07,
156,Heart Disease,2.0,sex,,4.71007415778521e-05,4.727459522402444e-05,2.9391936366078755e-07,5.00099683519697e-07,
157,Heart Disease,2.0,smoker,,5.288212600111987e-05,4.00703823578361e-05,8.326606146498269e-08,6.071632901261386e-08,
158,Heart Disease,2.0,sys_bp,,0.005391462444649219,0.001320779285087402,2.8036160574117243e-05,3.7511561271873048e-06,
159,Heart Disease,2.0,total_chol,,0.016306931091305703,0.0036970605945327133,3.7542314537229433e-05,8.383784051574112e-06,
160,Heart Disease,5.0,age,,0.0009871717936847002,0.00023745509779759234,1.6652627695476484e-05,1.2950260473830965e-06,
161,Heart Disease,5.0,bmi,,0.007484277136302141,0.0008582907010668701,6.166396402852877e-05,4.0094845832735095e-06,
162,Heart Disease,5.0,bp_meds,,0.00031359372230078004,5.846036030834761e-05,3.1425125501760357e-08,5.125195342586241e-08,
163,Heart Disease,5.0,cigs_per_day,,0.0009483441301566502,0.0004069053833376232,7.366535784992749e-06,1.50910299206423e-06,
164,Heart Disease,5.0,dia_bp,,0.00307307687966315,0.0007534696866845263,1.4146288727806728e-05,2.1478445581247316e-06,
165,Heart Disease,5.0,diabetes,,0.00017220117763101415,4.818531132363807e-05,2.0326457075017807e-08,4.3982037195887346e-08,
166,Heart Disease,5.0,education,,3.861202795928139e-05,2.563508962291098e-05,6.674548900445565e-08,5.572223749521395e-08,
167,Heart Disease,5.0,glucose,,0.013936037644299789,0.00119689932468102,4.198642760932792e-05,1.9204221411421965e-06,
168,Heart Disease,5.0,heart_rate,,0.00110542963259011,0.00037553824672012894,4.9478898921975356e-06,7.62899694006745e-07,
169,Heart Disease,5.0,prevalent_stroke,,0.0007575012572525899,0.00013524790700030233,3.0231097123482424e-08,3.026958177206445e-08,
170,Heart Disease,5.0,prevelant_hyp,,5.792890097944572e-06,7.00112790932483e-06,3.3383503491931596e-08,4.145526480942249e-08,
171,Heart Disease,5.0,sex,,1.4793624500143928e-05,1.3193940652626926e-05,3.5234140472728394e-08,3.7293461211808734e-08,
172,Heart Disease,5.0,smoker,,5.115892253259959e-06,6.653561716502615e-06,3.5779471087213735e-08,7.616214915186839e-08,
173,Heart Disease,5.0,sys_bp,,0.00226391870655622,0.00043260122774359846,1.9089160125675224e-05,1.6953668522097357e-06,
174,Heart Disease,5.0,total_chol,,0.01300898410052713,0.0012318295083056793,2.7899322130618815e-05,3.0460495477533147e-06,
175,Heart Disease,10.0,age,,0.0005257617684715201,0.00012701631752590567,1.5984762194953177e-05,1.1052330430052784e-06,
176,Heart Disease,10.0,bmi,,0.006992725018195231,0.0006193160360368566,5.860134995118194e-05,1.3297337859509446e-06,
177,Heart Disease,10.0,bp_meds,,0.00030417825902876,3.336055799303666e-05,3.588000775837376e-09,2.5624700670065163e-09,
178,Heart Disease,10.0,cigs_per_day,,0.00050851984795845,0.00017344430773236777,6.017289033784327e-06,5.177973722927707e-07,
179,Heart Disease,10.0,dia_bp,,0.0027836619046643896,0.0003101355682526103,1.1166195261258046e-05,6.712121232179879e-07,
180,Heart Disease,10.0,diabetes,,0.00018993474872368,2.3233160712352022e-05,1.9023152924842426e-08,1.9257375337519282e-08,
181,Heart Disease,10.0,education,,6.0259684604505876e-06,5.493807319410298e-06,3.9496995716376065e-08,3.347628875286056e-08,
182,Heart Disease,10.0,glucose,,0.014366567274079992,0.0011836619024918312,4.007874268984814e-05,6.555434294049066e-07,
183,Heart Disease,10.0,heart_rate,,0.00045865409653634,9.329005539044117e-05,3.549412971801136e-06,3.933059912131626e-07,
184,Heart Disease,10.0,prevalent_stroke,,0.0007915907695782102,4.6287548473014116e-05,6.716765993421032e-09,9.644016068371846e-09,
185,Heart Disease,10.0,prevelant_hyp,,1.2238894682368761e-06,1.279120054751321e-06,6.459718232128431e-09,8.478375347452967e-09,
186,Heart Disease,10.0,sex,,4.143264587821223e-06,4.369956923593915e-06,5.87674309456729e-09,7.099502591791423e-09,
187,Heart Disease,10.0,smoker,,1.873985757997393e-06,2.055671039721119e-06,9.699172167371747e-09,7.505683988629678e-09,
188,Heart Disease,10.0,sys_bp,,0.00191468902960308,0.0003373543631402167,1.803672595967836e-05,1.2652307684723536e-06,
189,Heart Disease,10.0,total_chol,,0.012950715945758456,0.0007338295990987134,2.63218935665729e-05,1.0247803708706972e-06,
